"Refid","Bibliography","User","Ris Code","Level","Pathogen survival _k","studyID
Unique ID to link all observations from the same study or experiment","studyGroupID","agent
Causative agent of vector borne diseases","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. ","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. _comment","agentDetails
strain and any other further information","agentSubtype
(question from DACRAH1, no need to answer)","studyTargetSpecies
Species used in study","studyTargetSpecies
Species used in study_comment","sampUnitSize
Number of samples tested in the study
(enter -1 if not reported, -2 if not relevant)","sampledMatrix
Matrix sampled","sampledMatrix
Matrix sampled_comment","sampled Matrix Text
matrix as given in the paper/ any further details about the sample matrix","temperature
Degrees Celcius","Further details about temperature
Describe any variations. If the temperature was not constant, explain it here, and add the MAXIMUM temperature in the temperature box.","humidity
Humidity conditions (%)","Further details about the process/methods/survival conditions
Use this box to add any further details, in particular whether a specific survival condition was evaluated, for instance composting. ","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMatText
Target of laboratory test","maxDetect
Maximum number of days post inoculation to observe pathogen, antibody or nucleic acid","Truncated
Is the value of MaxDetect truncated ? In other words: was the study finished before samples were negative. That is, is the reported  “MaxDetect” equal to the last experiment day ?","Half-life in days","LCI 95% Half-life
Value in days for the lower limite of the confidence interval for half-life","UCI 95% Half-life
Value in days for the upper limit of the confidence interval for half-life","Study design STRENGTHS
Add notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
46883,"Gilbert, J.P., Wooley, R.E., Shotts Jr., E.B., Dickens, J.A. (1983).  Viricidal effects of Lactobacillus and yeast fermentation Applied and Environmental Microbiology, 46(2),  452",manon.swanenburg,,4,,46883,06,"Newcastle disease",strain,,Kansas-Manhattan,,"Other matrices, not animal: specify",,-1,Other:specify,"Edible food waste","Food waste fermented with Lactobacillus, liquid sample",40,"Food waste was fermented with Lactobacillus and kept in a water bath at 40C",-1,"Food waste was fermented with Lactobacillus and kept in a water bath at 40C.","Haemagglutination inhibition test (HIT)",Antigen,2,no,,,,,
46883,"Gilbert, J.P., Wooley, R.E., Shotts Jr., E.B., Dickens, J.A. (1983).  Viricidal effects of Lactobacillus and yeast fermentation Applied and Environmental Microbiology, 46(2),  452",manon.swanenburg,,4,,46883,01,"Newcastle disease",strain,,Kansas-Manhattan,,"Other matrices, not animal: specify",,-1,Other:specify,"Edible food waste","Food waste fermented with Lactobacillus, solid sample",20,,-1,"Food waste was fermented with Lactobacillus and kept in a water bath at 20C. pH decreased during the process from 4.6 at day 0 to 3.7 at day 7","Haemagglutination inhibition test (HIT)",Antigen,7,no,,,,,
46883,"Gilbert, J.P., Wooley, R.E., Shotts Jr., E.B., Dickens, J.A. (1983).  Viricidal effects of Lactobacillus and yeast fermentation Applied and Environmental Microbiology, 46(2),  452",manon.swanenburg,,4,,46883,02,"Newcastle disease",strain,,Kansas-Manhattan,,"Other matrices, not animal: specify",,-1,Other:specify,"Edible food waste","Food waste fermented with Lactobacillus, solid sample",30,"Food waste was fermented with Lactobacillus and kept in a water bath at 30C",-1,"Food waste was fermented with Lactobacillus and kept in a water bath at 30C. pH decreased during the process from 4.5 at day 0 to 3.5 at day 2","Haemagglutination inhibition test (HIT)",Antigen,2,no,,,,,
46883,"Gilbert, J.P., Wooley, R.E., Shotts Jr., E.B., Dickens, J.A. (1983).  Viricidal effects of Lactobacillus and yeast fermentation Applied and Environmental Microbiology, 46(2),  452",manon.swanenburg,,4,,46883,03,"Newcastle disease",strain,,Kansas-Manhattan,,"Other matrices, not animal: specify",,-1,Other:specify,"Edible food waste","Food waste fermented with Lactobacillus, solid sample",40,"Food waste was fermented with Lactobacillus and kept in a water bath at 40C",-1,"Food waste was fermented with Lactobacillus and kept in a water bath at 40C. pH decreased during the process from 4.5 at day 0 to 3.7 at day 1","Haemagglutination inhibition test (HIT)",Antigen,1,no,,,,,
46883,"Gilbert, J.P., Wooley, R.E., Shotts Jr., E.B., Dickens, J.A. (1983).  Viricidal effects of Lactobacillus and yeast fermentation Applied and Environmental Microbiology, 46(2),  452",manon.swanenburg,,4,,46883,04,"Newcastle disease",strain,,Kansas-Manhattan,,"Other matrices, not animal: specify",,-1,Other:specify,"Edible food waste","Food waste fermented with Lactobacillus, liquid sample",20,"Food waste was fermented with Lactobacillus and kept in a water bath at 20C",-1,"Food waste was fermented with Lactobacillus and kept in a water bath at 20C.","Haemagglutination inhibition test (HIT)",Antigen,6,no,,,,,
47049,"Ide, P.R. (1979).  The sensitivity of some avian viruses to formaldehyde fumigation Canadian Journal of Comparative Medicine, 43(2),  211",manon.swanenburg,,4,,47049,01,"Newcastle disease",strain,,B-1,,"Chicken (Gallus gallus domesticus)",,-1,litter/slurry,,"Litter (feces and uneaten feed, but no bedding)",22,"Room temperature 20-22 C",-1,"The slurry sample was exposed to vaporized water","Virus Isolation (VI)",Virus,1.5,yes,,,,,
47049,"Ide, P.R. (1979).  The sensitivity of some avian viruses to formaldehyde fumigation Canadian Journal of Comparative Medicine, 43(2),  211",manon.swanenburg,,4,,47049,02,"Newcastle disease",strain,,GB,,"Chicken (Gallus gallus domesticus)",,-1,litter/slurry,,"Litter (feces and uneaten feed, but no bedding)",22,"Room temperature 20-22 C",-1,"The slurry sample was exposed to vaporized water","Virus Isolation (VI)",Virus,1.5,yes,,,,,
47059,"Mahnel, H. (1979).  Variations in resistance of viruses from different groups to chemico-physical decontamination methods Infection, 7(5),  240",manon.swanenburg,,4,,47059,01,"FMD - Foot and Mouth Disease",strain,,"O3, Venezuela",,"Other matrices, not animal: specify",,-1,"Water (as part-nature)",,"surface water",9,,,,"Virus Isolation (VI)",Virus,40,no,,,,,"The paper is in German, but I thought it was interesting, and included."
47059,"Mahnel, H. (1979).  Variations in resistance of viruses from different groups to chemico-physical decontamination methods Infection, 7(5),  240",manon.swanenburg,,4,,47059,02,"Newcastle disease",strain,,Montana,,"Other matrices, not animal: specify",,-1,"Water (as part-nature)",,"surface water",9,,,,"Virus Isolation (VI)",Virus,110,no,,,,,"The paper is in German, but I thought it was interesting, and included."
47059,"Mahnel, H. (1979).  Variations in resistance of viruses from different groups to chemico-physical decontamination methods Infection, 7(5),  240",manon.swanenburg,,4,,47059,03,"Newcastle disease",strain,,Montana,,"Other matrices, not animal: specify",,-1,"Water (as part-nature)",,"surface water",15,,,,"Virus Isolation (VI)",Virus,60,no,,,,,"The paper is in German, but I thought it was interesting, and included."
47059,"Mahnel, H. (1979).  Variations in resistance of viruses from different groups to chemico-physical decontamination methods Infection, 7(5),  240",manon.swanenburg,,4,,47059,04,"Vesicular stomatitis virus",strain,,Indiana,,"Other matrices, not animal: specify",,-1,"Water (as part-nature)",,"surface water",9,,,,"Virus Isolation (VI)",Virus,20,no,,,,,"The paper is in German, but I thought it was interesting, and included."
47140,"Blackwell, J.H. (1978).  Persistence of foot-and-mouth disease virus in butter and butter oil Journal of Dairy Research, 45(2),  283",manon.swanenburg,,4,,47140,01,"FMD - Foot and Mouth Disease",strain,,"Mecklenburg, type A",,"Cattle (Bos taurus)",,-1,"Butter ",,Butter,4,"Butter production: cream was extracted from milk (from infected cows), heated 16 sec at 93C. Then, butter was produced from the cream. The butter was stored at 4C.",,"pH of the butter was 5.9 after 1 day of storage, and  5.4 after 30 days","Inoculation of animals","Signs of infection (after inoculation)",30,yes,,,,,
47140,"Blackwell, J.H. (1978).  Persistence of foot-and-mouth disease virus in butter and butter oil Journal of Dairy Research, 45(2),  283",manon.swanenburg,,4,,47140,02,"FMD - Foot and Mouth Disease",strain,,"Mecklenburg, type A",,"Cattle (Bos taurus)",,-1,"Butter ",,"Butter oil",4,"Butter production: cream was extracted from milk (from infected cows), heated 16 sec at 93C. Then, butter was produced from the cream.  The butter was centrifuged to  get butter oil. The butter oil was stored at 4C.",,"pH at day 45 was 5.4.
Samples tested at day 1, 30 and 45 of storage","Inoculation of animals","Signs of infection (after inoculation)",45,yes,,,,,
47140,"Blackwell, J.H. (1978).  Persistence of foot-and-mouth disease virus in butter and butter oil Journal of Dairy Research, 45(2),  283",manon.swanenburg,,4,,47140,03,"FMD - Foot and Mouth Disease",strain,,"Mecklenburg, type A",,"Cattle (Bos taurus)",,-1,"Butter ",,Butter,4,"Butter production: cream was extracted from milk (from infected cows), heated 16 sec at 93C.  The cream was frozen at -70, and then thawed. Then, butter was produced from the cream.   The butter was stored at 4C.",,"pH at day 1 was 5.9, pH at day 30 was 5.4
Samples tested at day 1 and  30 of storage","Inoculation of animals","Signs of infection (after inoculation)",1,no,,,,,
47140,"Blackwell, J.H. (1978).  Persistence of foot-and-mouth disease virus in butter and butter oil Journal of Dairy Research, 45(2),  283",manon.swanenburg,,4,,47140,04,"FMD - Foot and Mouth Disease",strain,,"Mecklenburg, type A",,"Cattle (Bos taurus)",,-1,"Butter ",,"Butter oil",4,"Butter production: milk from infected cows was stored 18h at 4C after collection of the milk from the cows. Then, cream was extracted from the milk, and heated 16 sec at 93C.  Then, butter was produced from the cream.   Butter oil was produced by centrifuging the butter. The butter oil was stored at 4C.",,"pH at day 45 was 5.4
Samples tested at day 1, 30 and 45 of storage","Inoculation of animals","Signs of infection (after inoculation)",45,yes,,,,,
47201,"Mahnel, H., Ottis, K., Herlyn, M. (1977).  Stability in drinking and surface water of nine virus species from different genera Zentralblatt fur Bakteriologie. Hygiene. Krankenhaushygiene Betriebshygiene Praventive Medizin - Abt. 1 Orig. B, 164(1-2),  64",manon.swanenburg,,4,,47201,01,"Vesicular stomatitis virus",strain,,Indiana,,"Other matrices, not animal: specify","drinking water",-1,"Water (as part-nature)",,"Drinking water",9,,,,"Virus Isolation (VI)",Virus,45,no,,,,,
47201,"Mahnel, H., Ottis, K., Herlyn, M. (1977).  Stability in drinking and surface water of nine virus species from different genera Zentralblatt fur Bakteriologie. Hygiene. Krankenhaushygiene Betriebshygiene Praventive Medizin - Abt. 1 Orig. B, 164(1-2),  64",manon.swanenburg,,4,,47201,02,"Vesicular stomatitis virus",strain,,Indiana,,"Other matrices, not animal: specify","surface water",-1,"Water (as part-nature)",,"Surface water",9,,,,"Virus Isolation (VI)",Virus,50,no,,,,,
47201,"Mahnel, H., Ottis, K., Herlyn, M. (1977).  Stability in drinking and surface water of nine virus species from different genera Zentralblatt fur Bakteriologie. Hygiene. Krankenhaushygiene Betriebshygiene Praventive Medizin - Abt. 1 Orig. B, 164(1-2),  64",manon.swanenburg,,4,,47201,03,"Newcastle disease",strain,,California,,"Other matrices, not animal: specify","drinking water",-1,"Water (as part-nature)",,"Drinking water",9,,,,"Virus Isolation (VI)",Virus,200,yes,,,,,
47201,"Mahnel, H., Ottis, K., Herlyn, M. (1977).  Stability in drinking and surface water of nine virus species from different genera Zentralblatt fur Bakteriologie. Hygiene. Krankenhaushygiene Betriebshygiene Praventive Medizin - Abt. 1 Orig. B, 164(1-2),  64",manon.swanenburg,,4,,47201,04,"Newcastle disease",strain,,California,,"Other matrices, not animal: specify","surface water",-1,"Water (as part-nature)",,"Surface water",9,,,,"Virus Isolation (VI)",Virus,200,yes,,,,,
47201,"Mahnel, H., Ottis, K., Herlyn, M. (1977).  Stability in drinking and surface water of nine virus species from different genera Zentralblatt fur Bakteriologie. Hygiene. Krankenhaushygiene Betriebshygiene Praventive Medizin - Abt. 1 Orig. B, 164(1-2),  64",manon.swanenburg,,4,,47201,05,"FMD - Foot and Mouth Disease",strain,,"O2 Venezuela",,"Other matrices, not animal: specify","drinking water",-1,"Water (as part-nature)",,"Drinking water",9,,,,"Virus Isolation (VI)",Virus,50,no,,,,,
47201,"Mahnel, H., Ottis, K., Herlyn, M. (1977).  Stability in drinking and surface water of nine virus species from different genera Zentralblatt fur Bakteriologie. Hygiene. Krankenhaushygiene Betriebshygiene Praventive Medizin - Abt. 1 Orig. B, 164(1-2),  64",manon.swanenburg,,4,,47201,06,"FMD - Foot and Mouth Disease",strain,,"O2 Venezuela",,"Other matrices, not animal: specify","surface water",-1,"Water (as part-nature)",,"Surface water",9,,,,"Virus Isolation (VI)",Virus,70,no,,,,,
47201,"Mahnel, H., Ottis, K., Herlyn, M. (1977).  Stability in drinking and surface water of nine virus species from different genera Zentralblatt fur Bakteriologie. Hygiene. Krankenhaushygiene Betriebshygiene Praventive Medizin - Abt. 1 Orig. B, 164(1-2),  64",manon.swanenburg,,4,,47201,07,"Newcastle disease",strain,,California,,"Other matrices, not animal: specify","surface water",-1,"Water (as part-nature)",,"Surface water",15,,,,"Virus Isolation (VI)",Virus,150,no,,,,,
47273,"Blackwell, J.H. (1976).  Survival of Foot-and-Mouth Disease Virus in Cheese Journal of Dairy Science, 59(9),  1574",manon.swanenburg,,4,,47273,01,"FMD - Foot and Mouth Disease",strain,,"Mecklenburg, type A, subtype 3",,"Cattle (Bos taurus)",,-1,Cheese,,Camembert,5,"Camembert was produced from milk from infected cows. The milk was pasteurized at 72C for 16 sec. Cheese production process duration was 41.5 hours, with process steps at 25C and at 32C. After processing it was stored at 5C.",,"Samples tested immediately after processing and at day 21 and 35 of storage.","Inoculation of animals","Signs of infection (after inoculation)",21,no,,,,,
47273,"Blackwell, J.H. (1976).  Survival of Foot-and-Mouth Disease Virus in Cheese Journal of Dairy Science, 59(9),  1574",manon.swanenburg,,4,,47273,02,"FMD - Foot and Mouth Disease",strain,,"Mecklenburg, type A, subtype 3",,"Cattle (Bos taurus)",,-1,Cheese,,Cheddar,2,"Cheddar was produced from raw milk from infected cows. 
Cheese production process duration was 17.5 hours, with process steps at 26C , 32C and at 37.8C. After processing it was stored at 2C.",,"Samples tested immediately after processing and at day 1, 30, 60 and 120 of storage.","Inoculation of animals","Signs of infection (after inoculation)",60,no,,,,,
47273,"Blackwell, J.H. (1976).  Survival of Foot-and-Mouth Disease Virus in Cheese Journal of Dairy Science, 59(9),  1574",manon.swanenburg,,4,,47273,03,"FMD - Foot and Mouth Disease",strain,,"Mecklenburg, type A, subtype 3",,"Cattle (Bos taurus)",,-1,Cheese,,Cheddar,2,"Cheddar was produced from milk from infected cows, heated 1 minute for 67C . 
Cheese production process duration was 17.5 hours, with process steps at 26C , 32C and at 37.8C. After processing it was stored at 2C.",,"Samples tested immediately after processing and at day 1, 30, 60 and 120 of storage.","Inoculation of animals","Signs of infection (after inoculation)",1,no,,,,,
47273,"Blackwell, J.H. (1976).  Survival of Foot-and-Mouth Disease Virus in Cheese Journal of Dairy Science, 59(9),  1574",manon.swanenburg,,4,,47273,04,"FMD - Foot and Mouth Disease",strain,,"Mecklenburg, type A, subtype 3",,"Cattle (Bos taurus)",,-1,Cheese,,Cheddar,2,"Cheddar was produced from milk from infected cows, heated for 10 sec at 67C . 
Cheese production process duration was 17.5 hours, with process steps at 26C , 32C and at 37.8C. After processing it was stored at 2C.",,"Samples tested immediately after processing and at day 1, 30, 60 and 120 of storage.","Inoculation of animals","Signs of infection (after inoculation)",1,no,,,,,
47273,"Blackwell, J.H. (1976).  Survival of Foot-and-Mouth Disease Virus in Cheese Journal of Dairy Science, 59(9),  1574",manon.swanenburg,,4,,47273,05,"FMD - Foot and Mouth Disease",strain,,"Mecklenburg, type A, subtype 3",,"Cattle (Bos taurus)",,-1,Cheese,,Cheddar,2,"Cheddar was produced from milk from infected cows, heated for 6 sec at 63C . 
Cheese production process duration was 17.5 hours, with process steps at 26C , 32C and at 37.8C. After processing it was stored at 2C.",,"Samples tested immediately after processing and at day 1, 30, 60 and 120 of storage.","Inoculation of animals","Signs of infection (after inoculation)",1,no,,,,,
47341,"Boehm, H.O., Krebs, H. (1974).  Detection of foot and mouth disease virus in organs of infected sheep Berliner und Munchener Tierarztliche Wochenschrift, 87(21),  410",manon.swanenburg,,4,,47341,01,"FMD - Foot and Mouth Disease",strain,,"O1 Kaufbeuren",,"Sheep (Ovis aries)",,-1,"Offal: Animal offal and other slaughtering products",,jejunum,4,,,"The jejunum was treated like normally done for sausage production, not salted","Virus Isolation (VI)",Virus,14,yes,,,,,
47341,"Boehm, H.O., Krebs, H. (1974).  Detection of foot and mouth disease virus in organs of infected sheep Berliner und Munchener Tierarztliche Wochenschrift, 87(21),  410",manon.swanenburg,,4,,47341,02,"FMD - Foot and Mouth Disease",strain,,"O1 Kaufbeuren",,"Sheep (Ovis aries)",,-1,"Offal: Animal offal and other slaughtering products",,jejunum,4,,,"The jejunum was treated like normally done for sausage production, salted","Virus Isolation (VI)",Virus,14,yes,,,,,
47459,"Bauer, K., Eissner, G. (1972).  Persistence and disinfection of foot-and-mouth disease (FMD) virus in liquid dung from manure washings Berliner und Munchener Tierarztliche Wochenschrift, 85(19),  367",manon.swanenburg,,4,,47459,01,"FMD - Foot and Mouth Disease",,,"O Finistere 1961",,"Cattle (Bos taurus)",,-1,Faeces,,"liquid cattle feces",4,,,,"Inoculation of animals","Signs of infection (after inoculation)",28,yes,,,,,
