"Refid","Bibliography","User","Ris Code","Level","DE_VBD_PREVALENCE_FINAL_k","studyID
Unique ID to link all observations from the same study or experiment","agent
Causative agent of vector borne diseases","agentSubtypeType","agentSubtypeType_comment","agentDetails
The further information given regarding the sutype type given above. ","sampCountry
Country where study was performed","sampCountry
Country where study was performed_comment","SampArea_text
Please provide the name of the sampled area.","Sampling context
reason for sampling, type of study, surveillance types","Sampling context
reason for sampling, type of study, surveillance types_comment","Reason for sampling
Free text to describe the reason for performing pathogen testing (e.g. serological survey, trade purposes), if not already clear from the study type","Disease situation / outbreak phase
Please report outbreak phase or any other information given regarding the disease situation in the area. ","sampY
Start year of study/outbreak
(-1 if not specified)","sampM
Start month of study/outbreak
(-1 if not specified)","duration
Duration of study/outbreak in months","analysisY
Year when the analysis was completed","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed_comment","sampPoint
Point in the food chain, where the samples were taken","sampPoint
Point in the food chain, where the samples were taken_comment","sampStrategy
Strategy used to select sample units for laboratory analysis","sampStrategy
Strategy used to select sample units for laboratory analysis_comment","Longitudinal/Repeated sampling?
if this is a longitudinal study, describe the scheme of sampling (for instance paired samples with 2 months interval). ","sampUnit
Type of unit sampled in the study and reported in sampUnitSize","sampUnit
Type of unit sampled in the study and reported in sampUnitSize_comment","sampUnitSize
Number of sampling units tested (sample size)","MinAgeMonths
Age of animals in months
(-1 if not specified)","MaxAgeMonths
Age of animals in months
(-1 if not specified)","sampledMatrix
Matrix sampled for testing","sampledMatrix
Matrix sampled for testing_comment","anMethCode
Laboratory test used","anMethCode
Laboratory test used_comment","anMatText
Target of laboratory test","anMatText
Target of laboratory test_comment","anMethText
Description of laboratory method (where relevant include method of calculation of cut-offs)","sensitivity
Sensitivity of test","specificity
Specificity of test","nPositive
Number of animals positive","Were all cases confirmed to be IMPORTED (animals believed not to have been infected in the study area) -> YES, only IMPORTED cases","nNegative
Number of animals negative","Disease freedom
was this phrased as a disease freedom investigation?","Design prevalence
If given, in % (p.e. 2%). This is the minimum assumed prevalence of the disease in the region, if it was present.","prevalence (..%, e.g write 7, when the prevalence is 0.07 or 7%)
Reported prevalence in paper","LCI_PR
Lower Confidence interval-prevalence","UCI_PR
Upper confidence interval-prevalence","incidence
Reported incidence value","LCI_I
Lower confidence interval-incidence","UCI_I
Upper confidence interval-incidence","incidenceUnits
Units of reported incidence value","incidence Unit comments
Any further information on incidence units","R0
Basic reproduction number","Lower value of Ro range","Upper level of range or of Ro","impactMeasure
Description of the measure used / reported in the paper","impactValue
Value","impactUnit
Unit","impactUnit
Unit_comment","Clinical signs
If clinical signs were described, please list them here","Severity
If any measure of severity was described, please give an objective summary here","More info missed?
Are there more detailed information on the clinical progression, which could not be collected here? Would this paper be worth a new data collection form focusing specifically on the type and duration of clinical signs? ","Risk factors - INCREASE RISK
if this was a study where risk factor were investigated, please list factors confirmed to be associated with increased disease risk","Risk factors - PROTECTIVE FACTOR
if this was a study where risk factor were investigated, please list factors confirmed to REDUCE disease risk","More info missed?
Are there more detailed information on risk factors, which could not be collected here? Would this paper be worth a new data collection form focusing specifically on risk factors? ","Quality check and other notes
if relevant, please add any notes about information in the paper which you think is relevant but was not capured in the form.
Also add any notes about detected biases or other methodological flaws.","agentSubtype
Code agent of vector borne diseases agent serotype/genotype/strain
from DACRAH1, no need to answer","agentSubtype
Code agent of vector borne diseases agent serotype/genotype/strain
from DACRAH1, no need to answer_comment"
12370829,"Britch, S. C., Binepal, Y. S., Ruder, M. G., Kariithi, H. M., Linthicum, K. J., Anyamba, A., Small, J. L., Tucker, C. J., Ateya, L. O., Oriko, A. A., Gacheru, S., Wilson, W. C. (2013).  Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya PLoS ONE, 8(6),  #Pages#",dan.evans,,3,,15,"Rift Valley fever virus",,,,Kenya,,Mandera,"Surveillance active (active search for cases)",,,"Endemic disease",2008,2,-1,1,"warthog (Phacochoerus africanus)",,"Natural habitat",,,,,"host (animal or human)",,12,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Unspecified,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
12370829,"Britch, S. C., Binepal, Y. S., Ruder, M. G., Kariithi, H. M., Linthicum, K. J., Anyamba, A., Small, J. L., Tucker, C. J., Ateya, L. O., Oriko, A. A., Gacheru, S., Wilson, W. C. (2013).  Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya PLoS ONE, 8(6),  #Pages#",dan.evans,,3,,16,"Rift Valley fever virus",,,,Kenya,,Wajir,"Surveillance active (active search for cases)",,,"Endemic disease",2008,9,-1,1,"warthog (Phacochoerus africanus)",,"Natural habitat",,,,,"host (animal or human)",,8,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Unspecified,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
12370829,"Britch, S. C., Binepal, Y. S., Ruder, M. G., Kariithi, H. M., Linthicum, K. J., Anyamba, A., Small, J. L., Tucker, C. J., Ateya, L. O., Oriko, A. A., Gacheru, S., Wilson, W. C. (2013).  Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya PLoS ONE, 8(6),  #Pages#",dan.evans,,3,,17,"Rift Valley fever virus",,,,Kenya,,Kotile,"Surveillance active (active search for cases)",,,"Endemic disease",2008,11,-1,1,"warthog (Phacochoerus africanus)",,"Natural habitat",,,,,"host (animal or human)",,7,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Unspecified,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
12370829,"Britch, S. C., Binepal, Y. S., Ruder, M. G., Kariithi, H. M., Linthicum, K. J., Anyamba, A., Small, J. L., Tucker, C. J., Ateya, L. O., Oriko, A. A., Gacheru, S., Wilson, W. C. (2013).  Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya PLoS ONE, 8(6),  #Pages#",dan.evans,,3,,19,"Rift Valley fever virus",,,,Kenya,,Marsabit,"Surveillance active (active search for cases)",,,"Endemic disease",2008,11,-1,1,"African Buffalo (Syncerus caffer)",,"Natural habitat",,,,,"host (animal or human)",,2,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Unspecified,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
12370829,"Britch, S. C., Binepal, Y. S., Ruder, M. G., Kariithi, H. M., Linthicum, K. J., Anyamba, A., Small, J. L., Tucker, C. J., Ateya, L. O., Oriko, A. A., Gacheru, S., Wilson, W. C. (2013).  Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya PLoS ONE, 8(6),  #Pages#",dan.evans,,3,,18,"Rift Valley fever virus",,,,Kenya,,"SBT Klegdela","Surveillance active (active search for cases)",,,"Endemic disease",2008,11,-1,1,"warthog (Phacochoerus africanus)",,"Natural habitat",,,,,"host (animal or human)",,22,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Unspecified,,,,,1,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,
12370829,"Britch, S. C., Binepal, Y. S., Ruder, M. G., Kariithi, H. M., Linthicum, K. J., Anyamba, A., Small, J. L., Tucker, C. J., Ateya, L. O., Oriko, A. A., Gacheru, S., Wilson, W. C. (2013).  Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya PLoS ONE, 8(6),  #Pages#",dan.evans,,3,,20,"Rift Valley fever virus",,,,Kenya,,"Meru Conservation Area","Surveillance active (active search for cases)",,,"Endemic disease",2008,11,-1,1,"African Buffalo (Syncerus caffer)",,"Natural habitat",,,,,"host (animal or human)",,61,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Unspecified,,,,,1,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,
12370829,"Britch, S. C., Binepal, Y. S., Ruder, M. G., Kariithi, H. M., Linthicum, K. J., Anyamba, A., Small, J. L., Tucker, C. J., Ateya, L. O., Oriko, A. A., Gacheru, S., Wilson, W. C. (2013).  Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya PLoS ONE, 8(6),  #Pages#",dan.evans,,3,,20,"Rift Valley fever virus",,,,Kenya,,"Meru Conservation Area","Surveillance active (active search for cases)",,,"Endemic disease",2008,11,-1,1,"African Buffalo (Syncerus caffer)",,"Natural habitat",,,,,"host (animal or human)",,61,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Unspecified,,,,,1,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,
12370829,"Britch, S. C., Binepal, Y. S., Ruder, M. G., Kariithi, H. M., Linthicum, K. J., Anyamba, A., Small, J. L., Tucker, C. J., Ateya, L. O., Oriko, A. A., Gacheru, S., Wilson, W. C. (2013).  Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya PLoS ONE, 8(6),  #Pages#",dan.evans,,3,,21,"Rift Valley fever virus",,,,Kenya,,"Tana Delta","Surveillance active (active search for cases)",,,"Endemic disease",2008,11,-1,1,"African Buffalo (Syncerus caffer)",,"Natural habitat",,,,,"host (animal or human)",,40,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Unspecified,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
12370829,"Britch, S. C., Binepal, Y. S., Ruder, M. G., Kariithi, H. M., Linthicum, K. J., Anyamba, A., Small, J. L., Tucker, C. J., Ateya, L. O., Oriko, A. A., Gacheru, S., Wilson, W. C. (2013).  Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya PLoS ONE, 8(6),  #Pages#",dan.evans,,3,,22,"Rift Valley fever virus",,,,Kenya,,"Meru Conservation Area","Surveillance active (active search for cases)",,,"Endemic disease",2008,11,-1,1,"warthog (Phacochoerus africanus)",,"Natural habitat",,,,,"host (animal or human)",,4,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Unspecified,,,,,1,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
12370829,"Britch, S. C., Binepal, Y. S., Ruder, M. G., Kariithi, H. M., Linthicum, K. J., Anyamba, A., Small, J. L., Tucker, C. J., Ateya, L. O., Oriko, A. A., Gacheru, S., Wilson, W. C. (2013).  Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya PLoS ONE, 8(6),  #Pages#",dan.evans,,3,,23,"Rift Valley fever virus",,,,Kenya,,Hare,"Surveillance active (active search for cases)",,,"Endemic disease",2008,11,-1,1,"warthog (Phacochoerus africanus)",,"Natural habitat",,,,,"host (animal or human)",,30,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Unspecified,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
12370830,"Budasha, N. H., Gonzalez, J. P., Sebhatu, T. T., Arnold, E. (2018).  Rift Valley fever seroprevalence and abortion frequency among livestock of Kisoro district, South Western Uganda (2016): A prerequisite for zoonotic infection BMC Veterinary Research, 14(1),  #Pages#",dan.evans,,3,,1,"Rift Valley fever virus",,,,Uganda,,"Kisoro district","Monitoring &ndash;active",,,"Endemic disease",2016,,,,"Cattle (Bos taurus)",,Farm,,Census,,,"host (animal or human)",,341,-1,-1,,,,,,,,,,70,,,,,20.5,,,,,,,,,,,,,,,Abortion,,,,,,,,
12370830,"Budasha, N. H., Gonzalez, J. P., Sebhatu, T. T., Arnold, E. (2018).  Rift Valley fever seroprevalence and abortion frequency among livestock of Kisoro district, South Western Uganda (2016): A prerequisite for zoonotic infection BMC Veterinary Research, 14(1),  #Pages#",dan.evans,,3,,1,"Rift Valley fever virus",,,,Uganda,,"Kisoro district","Monitoring &ndash;active",,,"Endemic disease",2016,,,,"Sheep (Ovis aries)",,Farm,,Census,,,"host (animal or human)",,323,-1,-1,,,,,,,,,,22,,,,,6.8,,,,,,,,,,,,,,,Abortion,,,,,,,,
12370830,"Budasha, N. H., Gonzalez, J. P., Sebhatu, T. T., Arnold, E. (2018).  Rift Valley fever seroprevalence and abortion frequency among livestock of Kisoro district, South Western Uganda (2016): A prerequisite for zoonotic infection BMC Veterinary Research, 14(1),  #Pages#",dan.evans,,3,,1,"Rift Valley fever virus",,,,Uganda,,"Kisoro district","Monitoring &ndash;active",,,"Endemic disease",2016,,,,"Goat (Capra aegagrus hircus)",,Farm,,Census,,,"host (animal or human)",,336,-1,-1,,,,,,,,,,12,,,,,3.6,,,,,,,,,,,,,,,Abortion,,,,,,,,
12370832,"Allam, I. H., Feinsod, F. M., Scott, R. M., Peters, C. J., Saah, A. J., Ghaffar, S. A., el Said, S., Darwish, M. A. (1986).  Rift Valley fever surveillance in mobile sheep flocks in the Nile Delta American Journal of Tropical Medicine and Hygiene, 35(5),  1055-1060",dan.evans,,3,,1,"Rift Valley fever virus",,,,Egypt,,"Nile Delta","Surveillance active (active search for cases)",,,"Endemic disease",1984,-1,-1,1984,"Sheep (Ovis aries)",,Farm,,Unspecified,,,"host (animal or human)",,406,-1,-1,"Blood serum",,"Haemagglutination inhibition test (HIT)",,Antibody,,,,,24,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
12370837,"Davies, F. G., Logan, T. M., Binepal, Y., Jessen, P. (1992).  Rift Valley fever virus activity in East Africa in 1989 The Veterinary record, 130(12),  247-249",dan.evans,,3,,1,"Rift Valley fever virus",,,,Kenya,,Naivasha,"Surveillance active (active search for cases)",,,"Endemic disease",1989,-1,-1,1989,"Cattle (Bos taurus)",,Farm,,Unspecified,,,"host (animal or human)",,10,-1,-1,"Blood serum",,"Virus Isolation (VI)",,Antibody,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12370837,"Davies, F. G., Logan, T. M., Binepal, Y., Jessen, P. (1992).  Rift Valley fever virus activity in East Africa in 1989 The Veterinary record, 130(12),  247-249",dan.evans,,3,,2,"Rift Valley fever virus",,,,"Tanzania, United Republic of",,Morogoro,"Surveillance active (active search for cases)",,,"Endemic disease",1989,-1,-1,1989,"Cattle (Bos taurus)",,Farm,,Unspecified,,,"host (animal or human)",,143,-1,-1,"Blood serum",,"Virus Isolation (VI)",,Antibody,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12370841,"Nakouné, E., Kamgang, B., Berthet, N., Manirakiza, A., Kazanji, M. (2016).  Rift Valley Fever Virus Circulating among Ruminants, Mosquitoes and Humans in the Central African Republic PLoS Neglected Tropical Diseases, 10(10),  #Pages#",dan.evans,,3,,1,"Rift Valley fever virus",,,,"Central African Republic",,,"Surveillance active (active search for cases)",,,"Endemic disease",2010,,,2012,"Cattle (Bos taurus)",,"Other: specify",Markets,"Convenience sampling",,,"host (animal or human)",,727,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgM,,"SPU-02 RVF IgM and IgG Biological Diagnostic Supplies Ltd",,,8,,,no,,1.1,,,,,,,,,,,,,,,,,,,,,,,
12370841,"Nakouné, E., Kamgang, B., Berthet, N., Manirakiza, A., Kazanji, M. (2016).  Rift Valley Fever Virus Circulating among Ruminants, Mosquitoes and Humans in the Central African Republic PLoS Neglected Tropical Diseases, 10(10),  #Pages#",dan.evans,,3,,1,"Rift Valley fever virus",,,,"Central African Republic",,,"Surveillance active (active search for cases)",,,"Endemic disease",2010,,,2012,"Cattle (Bos taurus)",,"Other: specify",Markets,"Convenience sampling",,,"host (animal or human)",,727,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"SPU-02 RVF IgM and IgG Biological Diagnostic Supplies Ltd",,,57,,,no,,7.8,,,,,,,,,,,,,,,,,,,,,,,
12370841,"Nakouné, E., Kamgang, B., Berthet, N., Manirakiza, A., Kazanji, M. (2016).  Rift Valley Fever Virus Circulating among Ruminants, Mosquitoes and Humans in the Central African Republic PLoS Neglected Tropical Diseases, 10(10),  #Pages#",dan.evans,,3,,2,"Rift Valley fever virus",,,,"Central African Republic",,,"Surveillance active (active search for cases)",,,"Endemic disease",2010,,,2012,"Goat (Capra aegagrus hircus)",,"Other: specify",Markets,"Convenience sampling",,,"host (animal or human)",,219,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"SPU-02 RVF IgM and IgG Biological Diagnostic Supplies Ltd",,,11,,,no,,5,,,,,,,,,,,,,,,,,,,,,,,
12370841,"Nakouné, E., Kamgang, B., Berthet, N., Manirakiza, A., Kazanji, M. (2016).  Rift Valley Fever Virus Circulating among Ruminants, Mosquitoes and Humans in the Central African Republic PLoS Neglected Tropical Diseases, 10(10),  #Pages#",dan.evans,,3,,2,"Rift Valley fever virus",,,,"Central African Republic",,,"Surveillance active (active search for cases)",,,"Endemic disease",2010,,,2012,"Goat (Capra aegagrus hircus)",,"Other: specify",Markets,"Convenience sampling",,,"host (animal or human)",,219,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgM,,"SPU-02 RVF IgM and IgG Biological Diagnostic Supplies Ltd",,,3,,,no,,1.4,,,,,,,,,,,,,,,,,,,,,,,
12370841,"Nakouné, E., Kamgang, B., Berthet, N., Manirakiza, A., Kazanji, M. (2016).  Rift Valley Fever Virus Circulating among Ruminants, Mosquitoes and Humans in the Central African Republic PLoS Neglected Tropical Diseases, 10(10),  #Pages#",dan.evans,,3,,3,"Rift Valley fever virus",,,,"Central African Republic",,,"Surveillance active (active search for cases)",,,"Endemic disease",2010,,,2012,"Sheep (Ovis aries)",,"Other: specify",Markets,"Convenience sampling",,,"host (animal or human)",,325,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgM,,"SPU-02 RVF IgM and IgG Biological Diagnostic Supplies Ltd",,,14,,,no,,4.3,,,,,,,,,,,,,,,,,,,,,,,
12370841,"Nakouné, E., Kamgang, B., Berthet, N., Manirakiza, A., Kazanji, M. (2016).  Rift Valley Fever Virus Circulating among Ruminants, Mosquitoes and Humans in the Central African Republic PLoS Neglected Tropical Diseases, 10(10),  #Pages#",dan.evans,,3,,3,"Rift Valley fever virus",,,,"Central African Republic",,,"Surveillance active (active search for cases)",,,"Endemic disease",2010,,,2012,"Sheep (Ovis aries)",,"Other: specify",Markets,"Convenience sampling",,,"host (animal or human)",,325,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"SPU-02 RVF IgM and IgG Biological Diagnostic Supplies Ltd",,,42,,,no,,12.9,,,,,,,,,,,,,,,,,,,,,,,
12370841,"Nakouné, E., Kamgang, B., Berthet, N., Manirakiza, A., Kazanji, M. (2016).  Rift Valley Fever Virus Circulating among Ruminants, Mosquitoes and Humans in the Central African Republic PLoS Neglected Tropical Diseases, 10(10),  #Pages#",dan.evans,,3,,3,"Rift Valley fever virus",,,,"Central African Republic",,,"Surveillance active (active search for cases)",,,"Endemic disease",2010,,,2012,"Sheep (Ovis aries)",,"Other: specify",Markets,"Convenience sampling",,,"host (animal or human)",,325,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"SPU-02 RVF IgM and IgG Biological Diagnostic Supplies Ltd",,,42,,,no,,12.9,,,,,,,,,,,,,,,,,,,,,,,
12370845,"Tshilenge, G. M., Mulumba, M. L. K., Misinzo, G., Noad, R., Dundon, W. G. (2019).  Rift valley fever virus in small ruminants in the democratic republic of the congo Onderstepoort Journal of Veterinary Research, 86(1),  #Pages#",dan.evans,,3,,1,"Rift Valley fever virus",,,,"Congo, The Democratic Republic of the",,Budjala,"Surveillance active (active search for cases)",,,"Unknown/never investigated",2013,-1,-1,2015,"Goat (Capra aegagrus hircus)",,Unspecified,,"Objective (random) sampling",,,"host (animal or human)",,50,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"ID Screen® RVF Competition Multi-species enzyme-linked immunosorbent assay (ELISA)",,,0,,,,,0,0,7.28,,,,,,,,,,,,,,,,,,,,,
12370845,"Tshilenge, G. M., Mulumba, M. L. K., Misinzo, G., Noad, R., Dundon, W. G. (2019).  Rift valley fever virus in small ruminants in the democratic republic of the congo Onderstepoort Journal of Veterinary Research, 86(1),  #Pages#",dan.evans,,3,,2,"Rift Valley fever virus",,,,"Congo, The Democratic Republic of the",,Budjala,"Surveillance active (active search for cases)",,,"Unknown/never investigated",2013,-1,-1,2015,"Sheep (Ovis aries)",,Unspecified,,"Objective (random) sampling",,,"host (animal or human)",,4,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"ID Screen® RVF Competition Multi-species enzyme-linked immunosorbent assay (ELISA)",,,0,,,,,0,0,49.9,,,,,,,,,,,,,,,,,,,,,
12370845,"Tshilenge, G. M., Mulumba, M. L. K., Misinzo, G., Noad, R., Dundon, W. G. (2019).  Rift valley fever virus in small ruminants in the democratic republic of the congo Onderstepoort Journal of Veterinary Research, 86(1),  #Pages#",dan.evans,,3,,3,"Rift Valley fever virus",,,,"Congo, The Democratic Republic of the",,Gemena,"Surveillance active (active search for cases)",,,"Unknown/never investigated",2013,-1,-1,2015,"Sheep (Ovis aries)",,Unspecified,,"Objective (random) sampling",,,"host (animal or human)",,7,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"ID Screen® RVF Competition Multi-species enzyme-linked immunosorbent assay (ELISA)",,,1,,,,,14.58,0.75,52.36,,,,,,,,,,,,,,,,,,,,,
12370845,"Tshilenge, G. M., Mulumba, M. L. K., Misinzo, G., Noad, R., Dundon, W. G. (2019).  Rift valley fever virus in small ruminants in the democratic republic of the congo Onderstepoort Journal of Veterinary Research, 86(1),  #Pages#",dan.evans,,3,,4,"Rift Valley fever virus",,,,"Congo, The Democratic Republic of the",,Gemena,"Surveillance active (active search for cases)",,,"Unknown/never investigated",2013,-1,-1,2015,"Goat (Capra aegagrus hircus)",,Unspecified,,"Objective (random) sampling",,,"host (animal or human)",,60,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"ID Screen® RVF Competition Multi-species enzyme-linked immunosorbent assay (ELISA)",,,4,,,,,6.8,2.6,16.25,,,,,,,,,,,,,,,,,,,,,
12370845,"Tshilenge, G. M., Mulumba, M. L. K., Misinzo, G., Noad, R., Dundon, W. G. (2019).  Rift valley fever virus in small ruminants in the democratic republic of the congo Onderstepoort Journal of Veterinary Research, 86(1),  #Pages#",dan.evans,,3,,5,"Rift Valley fever virus",,,,"Congo, The Democratic Republic of the",,Kungu,"Surveillance active (active search for cases)",,,"Unknown/never investigated",2013,-1,-1,2015,"Goat (Capra aegagrus hircus)",,Unspecified,,"Objective (random) sampling",,,"host (animal or human)",,56,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"ID Screen® RVF Competition Multi-species enzyme-linked immunosorbent assay (ELISA)",,,0,,,,,0,0,6.55,,,,,,,,,,,,,,,,,,,,,
12370845,"Tshilenge, G. M., Mulumba, M. L. K., Misinzo, G., Noad, R., Dundon, W. G. (2019).  Rift valley fever virus in small ruminants in the democratic republic of the congo Onderstepoort Journal of Veterinary Research, 86(1),  #Pages#",dan.evans,,3,,6,"Rift Valley fever virus",,,,"Congo, The Democratic Republic of the",,Kungu,"Surveillance active (active search for cases)",,,"Unknown/never investigated",2013,-1,-1,2015,"Sheep (Ovis aries)",,Unspecified,,"Objective (random) sampling",,,"host (animal or human)",,9,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"ID Screen® RVF Competition Multi-species enzyme-linked immunosorbent assay (ELISA)",,,9,,,,,0,0,30.53,,,,,,,,,,,,,,,,,,,,,
12370845,"Tshilenge, G. M., Mulumba, M. L. K., Misinzo, G., Noad, R., Dundon, W. G. (2019).  Rift valley fever virus in small ruminants in the democratic republic of the congo Onderstepoort Journal of Veterinary Research, 86(1),  #Pages#",dan.evans,,3,,7,"Rift Valley fever virus",,,,"Congo, The Democratic Republic of the",,Businga,"Surveillance active (active search for cases)",,,"Unknown/never investigated",2013,-1,-1,2015,"Sheep (Ovis aries)",,Unspecified,,"Objective (random) sampling",,,"host (animal or human)",,11,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"ID Screen® RVF Competition Multi-species enzyme-linked immunosorbent assay (ELISA)",,,4,,,,,37.11,15.48,65.94,,,,,,,,,,,,,,,,,,,,,
12370845,"Tshilenge, G. M., Mulumba, M. L. K., Misinzo, G., Noad, R., Dundon, W. G. (2019).  Rift valley fever virus in small ruminants in the democratic republic of the congo Onderstepoort Journal of Veterinary Research, 86(1),  #Pages#",dan.evans,,3,,8,"Rift Valley fever virus",,,,"Congo, The Democratic Republic of the",,Businga,"Surveillance active (active search for cases)",,,"Unknown/never investigated",2013,-1,-1,2015,"Goat (Capra aegagrus hircus)",,Unspecified,,"Objective (random) sampling",,,"host (animal or human)",,30,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"ID Screen® RVF Competition Multi-species enzyme-linked immunosorbent assay (ELISA)",,,7,,,,,23.81,12.03,41.76,,,,,,,,,,,,,,,,,,,,,
12370845,"Tshilenge, G. M., Mulumba, M. L. K., Misinzo, G., Noad, R., Dundon, W. G. (2019).  Rift valley fever virus in small ruminants in the democratic republic of the congo Onderstepoort Journal of Veterinary Research, 86(1),  #Pages#",dan.evans,,3,,9,"Rift Valley fever virus",,,,"Congo, The Democratic Republic of the",,Bosobolo,"Surveillance active (active search for cases)",,,"Unknown/never investigated",2013,-1,-1,2015,"Goat (Capra aegagrus hircus)",,Unspecified,,"Objective (random) sampling",,,"host (animal or human)",,10,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"ID Screen® RVF Competition Multi-species enzyme-linked immunosorbent assay (ELISA)",,,0,,,,,0,0,28.32,,,,,,,,,,,,,,,,,,,,,
12370845,"Tshilenge, G. M., Mulumba, M. L. K., Misinzo, G., Noad, R., Dundon, W. G. (2019).  Rift valley fever virus in small ruminants in the democratic republic of the congo Onderstepoort Journal of Veterinary Research, 86(1),  #Pages#",dan.evans,,3,,10,"Rift Valley fever virus",,,,"Congo, The Democratic Republic of the",,Bosobolo,"Surveillance active (active search for cases)",,,"Unknown/never investigated",2013,-1,-1,2015,"Sheep (Ovis aries)",,Unspecified,,"Objective (random) sampling",,,"host (animal or human)",,31,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,"ID Screen® RVF Competition Multi-species enzyme-linked immunosorbent assay (ELISA)",,,1,,,,,3.29,0.02,16.52,,,,,,,,,,,,,,,,,,,,,
